project_id,role,employee_id,final_score,eligible
P001,Data Engineer,E068,0.4661,True
P001,Data Engineer,E063,0.4657,True
P001,Data Engineer,E023,0.4644,True
P001,Data Engineer,E046,0.4557,True
P001,Data Engineer,E021,0.4395,True
P001,Data Engineer,E022,0.4378,True
P001,Data Engineer,E051,0.4337,True
P001,Data Engineer,E003,0.4324,True
P001,Data Engineer,E060,0.3693,True
P001,Data Engineer,E015,0.0,False
P001,Data Engineer,E012,0.0,False
P001,Data Engineer,E001,0.0,False
P001,Data Engineer,E014,0.0,False
P001,Data Engineer,E011,0.0,False
P001,Data Engineer,E032,0.0,False
P001,Data Engineer,E047,0.0,False
P001,Data Engineer,E045,0.0,False
P001,Data Engineer,E034,0.0,False
P001,Data Engineer,E033,0.0,False
P001,Data Engineer,E035,0.0,False
P001,Data Engineer,E037,0.0,False
P001,Data Engineer,E038,0.0,False
P001,Data Engineer,E040,0.0,False
P001,Data Engineer,E027,0.0,False
P001,Data Engineer,E017,0.0,False
P001,Data Engineer,E054,0.0,False
P001,Data Engineer,E053,0.0,False
P001,Data Engineer,E069,0.0,False
P001,Data Engineer,E065,0.0,False
P001,Data Engineer,E076,0.0,False
P001,Data Engineer,E077,0.0,False
P002,Backend Dev,E075,0.8707,True
P002,Backend Dev,E066,0.8676,True
P002,Backend Dev,E061,0.8485,True
P002,Backend Dev,E048,0.8474,True
P002,Backend Dev,E029,0.7903,True
P002,Backend Dev,E009,0.7853,True
P002,Backend Dev,E070,0.7655,True
P002,Backend Dev,E025,0.7594,True
P002,Backend Dev,E007,0.7471,True
P002,Backend Dev,E076,0.7456,True
P002,Backend Dev,E079,0.7434,True
P002,Backend Dev,E055,0.7357,True
P002,Backend Dev,E044,0.7227,True
P002,Backend Dev,E037,0.7193,True
P002,Backend Dev,E020,0.7167,True
P002,Backend Dev,E058,0.7148,True
P002,Backend Dev,E064,0.7135,True
P002,Backend Dev,E072,0.709,True
P002,Backend Dev,E050,0.7012,True
P002,Backend Dev,E042,0.6943,True
P002,Backend Dev,E026,0.6899,True
P002,Backend Dev,E062,0.6738,True
P002,Backend Dev,E031,0.6728,True
P002,Backend Dev,E030,0.6704,True
P002,Backend Dev,E052,0.6669,True
P002,Backend Dev,E041,0.6638,True
P002,Backend Dev,E034,0.6619,True
P002,Backend Dev,E068,0.6599,True
P002,Backend Dev,E043,0.6583,True
P002,Backend Dev,E016,0.6547,True
P002,Backend Dev,E038,0.6505,True
P002,Backend Dev,E071,0.6483,True
P002,Backend Dev,E024,0.6469,True
P002,Backend Dev,E077,0.6423,True
P002,Backend Dev,E078,0.6402,True
P002,Backend Dev,E023,0.6393,True
P002,Backend Dev,E019,0.6357,True
P002,Backend Dev,E056,0.6346,True
P002,Backend Dev,E036,0.628,True
P002,Backend Dev,E028,0.6277,True
P002,Backend Dev,E051,0.6191,True
P002,Backend Dev,E003,0.6027,True
P002,Backend Dev,E074,0.5903,True
P002,Backend Dev,E065,0.5809,True
P002,Backend Dev,E013,0.5784,True
P002,Backend Dev,E006,0.5758,True
P002,Backend Dev,E022,0.5736,True
P002,Backend Dev,E067,0.5735,True
P002,Backend Dev,E080,0.571,True
P002,Backend Dev,E054,0.5688,True
P002,Backend Dev,E060,0.5671,True
P002,Backend Dev,E002,0.5599,True
P002,Backend Dev,E010,0.5594,True
P002,Backend Dev,E073,0.5584,True
P002,Backend Dev,E032,0.557,True
P002,Backend Dev,E059,0.5568,True
P002,Backend Dev,E018,0.5536,True
P002,Backend Dev,E063,0.5451,True
P002,Backend Dev,E039,0.54,True
P002,Backend Dev,E004,0.5392,True
P002,Backend Dev,E005,0.5299,True
P002,Backend Dev,E049,0.5187,True
P002,Backend Dev,E008,0.5176,True
P002,Backend Dev,E045,0.5152,True
P002,Backend Dev,E057,0.4696,True
P002,Backend Dev,E012,0.4617,True
P002,Backend Dev,E046,0.4561,True
P002,Backend Dev,E021,0.4338,True
P002,Backend Dev,E015,0.0,False
P002,Backend Dev,E014,0.0,False
P002,Backend Dev,E011,0.0,False
P002,Backend Dev,E001,0.0,False
P002,Backend Dev,E047,0.0,False
P002,Backend Dev,E033,0.0,False
P002,Backend Dev,E035,0.0,False
P002,Backend Dev,E040,0.0,False
P002,Backend Dev,E017,0.0,False
P002,Backend Dev,E027,0.0,False
P002,Backend Dev,E053,0.0,False
P002,Backend Dev,E069,0.0,False
P002,Android Dev,E037,0.8307,True
P002,Android Dev,E068,0.7571,True
P002,Android Dev,E066,0.7271,True
P002,Android Dev,E075,0.7253,True
P002,Android Dev,E051,0.7206,True
P002,Android Dev,E048,0.7037,True
P002,Android Dev,E061,0.6981,True
P002,Android Dev,E060,0.6626,True
P002,Android Dev,E029,0.6597,True
P002,Android Dev,E009,0.6571,True
P002,Android Dev,E044,0.6568,True
P002,Android Dev,E064,0.6472,True
P002,Android Dev,E076,0.6461,True
P002,Android Dev,E058,0.6443,True
P002,Android Dev,E050,0.6435,True
P002,Android Dev,E030,0.6376,True
P002,Android Dev,E031,0.6343,True
P002,Android Dev,E025,0.6302,True
P002,Android Dev,E038,0.6181,True
P002,Android Dev,E070,0.6164,True
P002,Android Dev,E062,0.6033,True
P002,Android Dev,E007,0.5978,True
P002,Android Dev,E079,0.5963,True
P002,Android Dev,E055,0.589,True
P002,Android Dev,E077,0.5866,True
P002,Android Dev,E016,0.5818,True
P002,Android Dev,E020,0.5797,True
P002,Android Dev,E024,0.5768,True
P002,Android Dev,E028,0.5736,True
P002,Android Dev,E043,0.5709,True
P002,Android Dev,E056,0.568,True
P002,Android Dev,E026,0.5649,True
P002,Android Dev,E052,0.5647,True
P002,Android Dev,E042,0.5635,True
P002,Android Dev,E013,0.5628,True
P002,Android Dev,E071,0.5623,True
P002,Android Dev,E041,0.5597,True
P002,Android Dev,E072,0.5583,True
P002,Android Dev,E036,0.5462,True
P002,Android Dev,E019,0.5457,True
P002,Android Dev,E034,0.535,True
P002,Android Dev,E010,0.5296,True
P002,Android Dev,E065,0.5269,True
P002,Android Dev,E032,0.5261,True
P002,Android Dev,E054,0.5172,True
P002,Android Dev,E080,0.5152,True
P002,Android Dev,E006,0.5119,True
P002,Android Dev,E005,0.5005,True
P002,Android Dev,E078,0.4922,True
P002,Android Dev,E045,0.4921,True
P002,Android Dev,E023,0.4914,True
P002,Android Dev,E022,0.4908,True
P002,Android Dev,E074,0.487,True
P002,Android Dev,E067,0.4834,True
P002,Android Dev,E018,0.481,True
P002,Android Dev,E002,0.4755,True
P002,Android Dev,E008,0.4708,True
P002,Android Dev,E073,0.4702,True
P002,Android Dev,E059,0.4661,True
P002,Android Dev,E039,0.4653,True
P002,Android Dev,E003,0.4642,True
P002,Android Dev,E063,0.4593,True
P002,Android Dev,E004,0.4488,True
P002,Android Dev,E012,0.4416,True
P002,Android Dev,E049,0.4194,True
P002,Android Dev,E021,0.3919,True
P002,Android Dev,E057,0.3757,True
P002,Android Dev,E046,0.3551,True
P002,Android Dev,E015,0.0,False
P002,Android Dev,E014,0.0,False
P002,Android Dev,E011,0.0,False
P002,Android Dev,E001,0.0,False
P002,Android Dev,E047,0.0,False
P002,Android Dev,E033,0.0,False
P002,Android Dev,E035,0.0,False
P002,Android Dev,E040,0.0,False
P002,Android Dev,E017,0.0,False
P002,Android Dev,E027,0.0,False
P002,Android Dev,E053,0.0,False
P002,Android Dev,E069,0.0,False
P002,Data Engineer,E064,0.8176,True
P002,Data Engineer,E058,0.8118,True
P002,Data Engineer,E044,0.7952,True
P002,Data Engineer,E050,0.7579,True
P002,Data Engineer,E056,0.7389,True
P002,Data Engineer,E030,0.7377,True
P002,Data Engineer,E031,0.7371,True
P002,Data Engineer,E077,0.7311,True
P002,Data Engineer,E016,0.7244,True
P002,Data Engineer,E038,0.7221,True
P002,Data Engineer,E075,0.7174,True
P002,Data Engineer,E024,0.7172,True
P002,Data Engineer,E062,0.7094,True
P002,Data Engineer,E066,0.6972,True
P002,Data Engineer,E048,0.677,True
P002,Data Engineer,E028,0.6705,True
P002,Data Engineer,E006,0.6688,True
P002,Data Engineer,E037,0.6576,True
P002,Data Engineer,E061,0.6535,True
P002,Data Engineer,E054,0.6445,True
P002,Data Engineer,E013,0.6401,True
P002,Data Engineer,E065,0.6397,True
P002,Data Engineer,E076,0.6396,True
P002,Data Engineer,E032,0.639,True
P002,Data Engineer,E029,0.6275,True
P002,Data Engineer,E010,0.6254,True
P002,Data Engineer,E009,0.6086,True
P002,Data Engineer,E039,0.5991,True
P002,Data Engineer,E070,0.5987,True
P002,Data Engineer,E025,0.5968,True
P002,Data Engineer,E018,0.5945,True
P002,Data Engineer,E005,0.5944,True
P002,Data Engineer,E080,0.5932,True
P002,Data Engineer,E045,0.5814,True
P002,Data Engineer,E068,0.5707,True
P002,Data Engineer,E052,0.5674,True
P002,Data Engineer,E071,0.5637,True
P002,Data Engineer,E079,0.5563,True
P002,Data Engineer,E007,0.5551,True
P002,Data Engineer,E041,0.5536,True
P002,Data Engineer,E008,0.5517,True
P002,Data Engineer,E020,0.5502,True
P002,Data Engineer,E043,0.5491,True
P002,Data Engineer,E051,0.5388,True
P002,Data Engineer,E026,0.5385,True
P002,Data Engineer,E042,0.5379,True
P002,Data Engineer,E055,0.5373,True
P002,Data Engineer,E036,0.5354,True
P002,Data Engineer,E072,0.5339,True
P002,Data Engineer,E034,0.5295,True
P002,Data Engineer,E012,0.5244,True
P002,Data Engineer,E019,0.5234,True
P002,Data Engineer,E074,0.4867,True
P002,Data Engineer,E060,0.4778,True
P002,Data Engineer,E022,0.4669,True
P002,Data Engineer,E073,0.4605,True
P002,Data Engineer,E002,0.4563,True
P002,Data Engineer,E078,0.4544,True
P002,Data Engineer,E067,0.4525,True
P002,Data Engineer,E023,0.4499,True
P002,Data Engineer,E059,0.4462,True
P002,Data Engineer,E063,0.4428,True
P002,Data Engineer,E021,0.441,True
P002,Data Engineer,E003,0.4379,True
P002,Data Engineer,E004,0.4359,True
P002,Data Engineer,E049,0.4301,True
P002,Data Engineer,E057,0.3758,True
P002,Data Engineer,E046,0.3364,True
P002,Data Engineer,E015,0.0,False
P002,Data Engineer,E014,0.0,False
P002,Data Engineer,E011,0.0,False
P002,Data Engineer,E001,0.0,False
P002,Data Engineer,E047,0.0,False
P002,Data Engineer,E033,0.0,False
P002,Data Engineer,E035,0.0,False
P002,Data Engineer,E040,0.0,False
P002,Data Engineer,E017,0.0,False
P002,Data Engineer,E027,0.0,False
P002,Data Engineer,E053,0.0,False
P002,Data Engineer,E069,0.0,False
P003,Android Dev,E068,0.7433,True
P003,Android Dev,E075,0.7343,True
P003,Android Dev,E066,0.7242,True
P003,Android Dev,E051,0.7216,True
P003,Android Dev,E048,0.7148,True
P003,Android Dev,E061,0.7041,True
P003,Android Dev,E029,0.676,True
P003,Android Dev,E009,0.6754,True
P003,Android Dev,E060,0.6628,True
P003,Android Dev,E025,0.6449,True
P003,Android Dev,E070,0.621,True
P003,Android Dev,E030,0.6172,True
P003,Android Dev,E044,0.6169,True
P003,Android Dev,E058,0.6155,True
P003,Android Dev,E064,0.615,True
P003,Android Dev,E007,0.6104,True
P003,Android Dev,E031,0.6083,True
P003,Android Dev,E079,0.6054,True
P003,Android Dev,E043,0.6009,True
P003,Android Dev,E050,0.595,True
P003,Android Dev,E055,0.5903,True
P003,Android Dev,E062,0.585,True
P003,Android Dev,E071,0.5845,True
P003,Android Dev,E026,0.5831,True
P003,Android Dev,E020,0.583,True
P003,Android Dev,E016,0.5813,True
P003,Android Dev,E042,0.581,True
P003,Android Dev,E019,0.5731,True
P003,Android Dev,E036,0.5727,True
P003,Android Dev,E041,0.571,True
P003,Android Dev,E052,0.5706,True
P003,Android Dev,E072,0.5601,True
P003,Android Dev,E024,0.5596,True
P003,Android Dev,E028,0.546,True
P003,Android Dev,E013,0.5347,True
P003,Android Dev,E056,0.5325,True
P003,Android Dev,E022,0.5166,True
P003,Android Dev,E002,0.5102,True
P003,Android Dev,E067,0.5089,True
P003,Android Dev,E010,0.5047,True
P003,Android Dev,E078,0.5019,True
P003,Android Dev,E074,0.4992,True
P003,Android Dev,E023,0.4972,True
P003,Android Dev,E006,0.4958,True
P003,Android Dev,E059,0.4908,True
P003,Android Dev,E063,0.4875,True
P003,Android Dev,E073,0.4788,True
P003,Android Dev,E080,0.4764,True
P003,Android Dev,E003,0.4674,True
P003,Android Dev,E004,0.4643,True
P003,Android Dev,E005,0.4643,True
P003,Android Dev,E018,0.4477,True
P003,Android Dev,E039,0.4337,True
P003,Android Dev,E008,0.4288,True
P003,Android Dev,E049,0.4185,True
P003,Android Dev,E057,0.3892,True
P003,Android Dev,E021,0.3759,True
P003,Android Dev,E046,0.3577,True
P003,Android Dev,E015,0.0,False
P003,Android Dev,E012,0.0,False
P003,Android Dev,E001,0.0,False
P003,Android Dev,E014,0.0,False
P003,Android Dev,E011,0.0,False
P003,Android Dev,E032,0.0,False
P003,Android Dev,E047,0.0,False
P003,Android Dev,E045,0.0,False
P003,Android Dev,E034,0.0,False
P003,Android Dev,E033,0.0,False
P003,Android Dev,E035,0.0,False
P003,Android Dev,E037,0.0,False
P003,Android Dev,E038,0.0,False
P003,Android Dev,E040,0.0,False
P003,Android Dev,E027,0.0,False
P003,Android Dev,E017,0.0,False
P003,Android Dev,E054,0.0,False
P003,Android Dev,E053,0.0,False
P003,Android Dev,E069,0.0,False
P003,Android Dev,E065,0.0,False
P003,Android Dev,E076,0.0,False
P003,Android Dev,E077,0.0,False
P003,Backend Dev,E075,0.8688,True
P003,Backend Dev,E066,0.8472,True
P003,Backend Dev,E048,0.8461,True
P003,Backend Dev,E061,0.8383,True
P003,Backend Dev,E029,0.8008,True
P003,Backend Dev,E009,0.7956,True
P003,Backend Dev,E025,0.7694,True
P003,Backend Dev,E070,0.7564,True
P003,Backend Dev,E007,0.7462,True
P003,Backend Dev,E079,0.7383,True
P003,Backend Dev,E055,0.7193,True
P003,Backend Dev,E020,0.7082,True
P003,Backend Dev,E042,0.7066,True
P003,Backend Dev,E026,0.7033,True
P003,Backend Dev,E058,0.7012,True
P003,Backend Dev,E072,0.7001,True
P003,Backend Dev,E064,0.6978,True
P003,Backend Dev,E044,0.6952,True
P003,Backend Dev,E043,0.6875,True
P003,Backend Dev,E041,0.6818,True
P003,Backend Dev,E052,0.6788,True
P003,Backend Dev,E071,0.672,True
P003,Backend Dev,E016,0.6674,True
P003,Backend Dev,E050,0.6653,True
P003,Backend Dev,E062,0.663,True
P003,Backend Dev,E019,0.6611,True
P003,Backend Dev,E030,0.6594,True
P003,Backend Dev,E031,0.6565,True
P003,Backend Dev,E036,0.6549,True
P003,Backend Dev,E024,0.6439,True
P003,Backend Dev,E078,0.6359,True
P003,Backend Dev,E023,0.632,True
P003,Backend Dev,E056,0.6134,True
P003,Backend Dev,E028,0.6133,True
P003,Backend Dev,E068,0.6086,True
P003,Backend Dev,E074,0.6071,True
P003,Backend Dev,E022,0.5971,True
P003,Backend Dev,E067,0.5959,True
P003,Backend Dev,E003,0.5948,True
P003,Backend Dev,E002,0.5939,True
P003,Backend Dev,E051,0.5825,True
P003,Backend Dev,E059,0.58,True
P003,Backend Dev,E063,0.5734,True
P003,Backend Dev,E073,0.5722,True
P003,Backend Dev,E006,0.572,True
P003,Backend Dev,E004,0.5591,True
P003,Backend Dev,E013,0.5589,True
P003,Backend Dev,E010,0.5435,True
P003,Backend Dev,E080,0.5434,True
P003,Backend Dev,E060,0.5303,True
P003,Backend Dev,E018,0.5287,True
P003,Backend Dev,E049,0.5246,True
P003,Backend Dev,E039,0.5214,True
P003,Backend Dev,E005,0.5025,True
P003,Backend Dev,E008,0.4924,True
P003,Backend Dev,E057,0.4922,True
P003,Backend Dev,E046,0.4631,True
P003,Backend Dev,E021,0.4249,True
P003,Backend Dev,E015,0.0,False
P003,Backend Dev,E012,0.0,False
P003,Backend Dev,E001,0.0,False
P003,Backend Dev,E014,0.0,False
P003,Backend Dev,E011,0.0,False
P003,Backend Dev,E032,0.0,False
P003,Backend Dev,E047,0.0,False
P003,Backend Dev,E045,0.0,False
P003,Backend Dev,E034,0.0,False
P003,Backend Dev,E033,0.0,False
P003,Backend Dev,E035,0.0,False
P003,Backend Dev,E037,0.0,False
P003,Backend Dev,E038,0.0,False
P003,Backend Dev,E040,0.0,False
P003,Backend Dev,E027,0.0,False
P003,Backend Dev,E017,0.0,False
P003,Backend Dev,E054,0.0,False
P003,Backend Dev,E053,0.0,False
P003,Backend Dev,E069,0.0,False
P003,Backend Dev,E065,0.0,False
P003,Backend Dev,E076,0.0,False
P003,Backend Dev,E077,0.0,False
P003,Data Engineer,E064,0.8037,True
P003,Data Engineer,E058,0.8026,True
P003,Data Engineer,E044,0.7726,True
P003,Data Engineer,E016,0.7438,True
P003,Data Engineer,E030,0.7408,True
P003,Data Engineer,E075,0.7396,True
P003,Data Engineer,E031,0.7336,True
P003,Data Engineer,E050,0.7227,True
P003,Data Engineer,E024,0.7186,True
P003,Data Engineer,E056,0.7177,True
P003,Data Engineer,E066,0.7036,True
P003,Data Engineer,E062,0.7034,True
P003,Data Engineer,E048,0.7007,True
P003,Data Engineer,E006,0.6696,True
P003,Data Engineer,E061,0.6692,True
P003,Data Engineer,E029,0.6645,True
P003,Data Engineer,E028,0.6606,True
P003,Data Engineer,E009,0.6442,True
P003,Data Engineer,E025,0.6321,True
P003,Data Engineer,E013,0.6261,True
P003,Data Engineer,E010,0.6204,True
P003,Data Engineer,E070,0.6144,True
P003,Data Engineer,E071,0.6078,True
P003,Data Engineer,E043,0.6012,True
P003,Data Engineer,E052,0.59,True
P003,Data Engineer,E039,0.5845,True
P003,Data Engineer,E007,0.5839,True
P003,Data Engineer,E041,0.5827,True
P003,Data Engineer,E042,0.5808,True
P003,Data Engineer,E079,0.5795,True
P003,Data Engineer,E036,0.5791,True
P003,Data Engineer,E005,0.5755,True
P003,Data Engineer,E018,0.5738,True
P003,Data Engineer,E026,0.5729,True
P003,Data Engineer,E080,0.5685,True
P003,Data Engineer,E019,0.5654,True
P003,Data Engineer,E020,0.5604,True
P003,Data Engineer,E072,0.549,True
P003,Data Engineer,E055,0.5456,True
P003,Data Engineer,E068,0.5227,True
P003,Data Engineer,E008,0.5223,True
P003,Data Engineer,E074,0.5162,True
P003,Data Engineer,E002,0.5086,True
P003,Data Engineer,E022,0.5083,True
P003,Data Engineer,E051,0.5057,True
P003,Data Engineer,E067,0.4963,True
P003,Data Engineer,E063,0.4932,True
P003,Data Engineer,E059,0.4903,True
P003,Data Engineer,E073,0.4826,True
P003,Data Engineer,E078,0.4771,True
P003,Data Engineer,E023,0.469,True
P003,Data Engineer,E004,0.4665,True
P003,Data Engineer,E003,0.4485,True
P003,Data Engineer,E060,0.4472,True
P003,Data Engineer,E049,0.4468,True
P003,Data Engineer,E021,0.444,True
P003,Data Engineer,E057,0.41,True
P003,Data Engineer,E046,0.354,True
P003,Data Engineer,E015,0.0,False
P003,Data Engineer,E012,0.0,False
P003,Data Engineer,E001,0.0,False
P003,Data Engineer,E014,0.0,False
P003,Data Engineer,E011,0.0,False
P003,Data Engineer,E032,0.0,False
P003,Data Engineer,E047,0.0,False
P003,Data Engineer,E045,0.0,False
P003,Data Engineer,E034,0.0,False
P003,Data Engineer,E033,0.0,False
P003,Data Engineer,E035,0.0,False
P003,Data Engineer,E037,0.0,False
P003,Data Engineer,E038,0.0,False
P003,Data Engineer,E040,0.0,False
P003,Data Engineer,E027,0.0,False
P003,Data Engineer,E017,0.0,False
P003,Data Engineer,E054,0.0,False
P003,Data Engineer,E053,0.0,False
P003,Data Engineer,E069,0.0,False
P003,Data Engineer,E065,0.0,False
P003,Data Engineer,E076,0.0,False
P003,Data Engineer,E077,0.0,False
P004,Data Scientist,E050,0.825,True
P004,Data Scientist,E044,0.8189,True
P004,Data Scientist,E064,0.7732,True
P004,Data Scientist,E058,0.7575,True
